stop_id,stop_name,stop_lat,stop_lon
ST_4289,"VlakPID26, Sázava zast. (vlak)",,
ST_4290,"VlakPID26, Řepov (vlak)",,
ST_4291,"VlakPID26, Samopše (vlak)",,
ST_4292,"VlakPID26, Mladá Boleslav město (vlak)",,
ST_4293,"VlakPID26, Ledečko (vlak)",,
ST_4294,"VlakPID26, Skalsko (vlak)",,
ST_4295,"VlakPID26, Rataje nad Sázavou zastávka (vlak)",,
ST_4296,"VlakPID26, Rohatsko (vlak)",,
ST_4297,"VlakPID26, Rataje nad Sázavou-Ivaň (vlak)",,
ST_4298,"VlakPID26, Bukovno (vlak)",,
ST_4299,"VlakPID26, Malovidy (vlak)",,
ST_4300,"VlakPID26, Líny (vlak)",,
ST_4301,"VlakPID26, Český Šternberk (vlak)",,
ST_4302,"VlakPID26, Katusice (vlak)",,
ST_4303,"VlakPID26, Český Šternberk zastávka (vlak)",,
ST_4304,"VlakPID26, Sudoměř u Ml.Boleslavi (vlak)",,
ST_4305,"VlakPID26, Kácov (vlak)",,
ST_4306,"VlakPID26, Trnová (vlak)",,
ST_4307,"VlakPID26, Soběšín (vlak)",,
ST_4308,"VlakPID26, Vrátno (vlak)",,
ST_4309,"VlakPID26, Vranice (vlak)",,
ST_4310,"VlakPID26, Mšeno (vlak)",,
ST_4311,"VlakPID26, Kácov zastávka (vlak)",,
ST_4312,"VlakPID26, Skramouš (vlak)",,
ST_4313,"VlakPID26, Střechov nad Sázavou (vlak)",,
ST_4314,"VlakPID26, Kanina (vlak)",,
ST_4315,"VlakPID26, Čížov (vlak)",,
ST_4316,"VlakPID26, Živonín (vlak)",,
ST_4317,"VlakPID26, Chabeřice (vlak)",,
ST_4318,"VlakPID26, Nebužely (vlak)",,
ST_4319,"VlakPID26, Zruč nad Sázavou (vlak)",,
ST_4320,"VlakPID26, Lhotka u Mělníka (vlak)",,
ST_4321,"VlakPID26, Zruč nad Sázavou zastávka (vlak)",,
ST_4322,"VlakPID26, Lhotka u Mělníka zast. (vlak)",,
ST_4323,"VlakPID26, Horka nad Sázavou (vlak)",,
ST_4324,"VlakPID26, Hleďsebe (vlak)",,
ST_4325,"VlakPID26, Laziště (vlak)",,
ST_4326,"VlakPID26, Mělnická Vrutice (vlak)",,
ST_4327,"VlakPID26, Vlastějovice (vlak)",,
ST_4328,"VlakPID26, Velký Borek (vlak)",,
ST_4329,"VlakPID26, Budčice (vlak)",,
ST_4330,"VlakPID26, Dobrovice (vlak)",,
ST_4331,"VlakPID26, Ledeč nad Sázavou (vlak)",,
ST_4332,"VlakPID26, Nepřevázka (vlak)",,
ST_4333,"VlakPID26, Chřenovice (vlak)",,
ST_4334,"VlakPID26, Voděrady (vlak)",,
ST_4335,"VlakPID26, Chřenovice-Podhradí (vlak)",,
ST_4336,"VlakPID26, Horní Ledeč (vlak)",,
ST_4337,"VlakPID26, Hodkov zastávka (vlak)",,
ST_4338,"VlakPID26, Čachovice (vlak)",,
ST_4339,"VlakPID26, Vilémovice (vlak)",,
ST_4340,"VlakPID26, Štipoklasy (vlak)",,
ST_4341,"VlakPID26, Všejany (vlak)",,
ST_4342,"VlakPID26, Stvořidla (vlak)",,
ST_4343,"VlakPID26, Předbořice (vlak)",,
ST_4344,"VlakPID26, Smrčná (vlak)",,
ST_4345,"VlakPID26, Krasoňovice (vlak)",,
ST_4346,"VlakPID26, Křinec (vlak)",,
ST_4347,"VlakPID26, Zbraslavice (vlak)",,
ST_4348,"VlakPID26, Rožďalovice (vlak)",,
ST_4349,"VlakPID26, Želivec (vlak)",,
ST_4350,"VlakPID26, Ledečky (vlak)",,
ST_4351,"VlakPID26, Hodkov (vlak)",,
ST_4352,"VlakPID26, Mlýnec (vlak)",,
ST_4353,"VlakPID26, Jíkev (vlak)",,
ST_4354,"VlakPID26, Černíny (vlak)",,
ST_4355,"VlakPID26, Kopidlno (vlak)",,
ST_4356,"VlakPID26, Oskořínek (vlak)",,
ST_4357,"VlakPID26, Týniště (vlak)",,
ST_4358,"VlakPID26, Malešov (vlak)",,
ST_4359,"VlakPID26, Pševes (vlak)",,
ST_4360,"VlakPID26, Žitětín (vlak)",,
ST_4361,"VlakPID26, Bahno (vlak)",,
ST_4362,"VlakPID26, Jičíněves (vlak)",,
ST_4363,"VlakPID26, Bykáň (vlak)",,
ST_4364,"VlakPID26, Kutná Hora město (vlak)",,
ST_4365,"VlakPID26, Staré Místo u Jičína (vlak)",,
ST_4366,"VlakPID26, Poličany (vlak)",,
ST_4367,"VlakPID26, Bartoušov zast. (vlak)",,
ST_4368,"VlakPID26, Městec Králové (vlak)",,
ST_4369,"VlakPID26, Kutná Hora předměstí (vlak)",,
ST_4370,"VlakPID26, Kutná Hora-Sedlec (vlak)",,
ST_4371,"VlakPID26, Uhlířské Janovice (vlak)",,
ST_4372,"VlakPID26, Rataje nad Sázavou (vlak)",,
ST_4373,"VlakPID26, Běrunice (vlak)",,
ST_4374,"VlakPID26, Rataje nad Sázavou předměstí (vlak)",,
ST_4375,"VlakPID26, Slibovice (vlak)",,
ST_4376,"VlakPID26, Mirošovice u Rataj nad Sázavou (vlak)",,
ST_4377,"VlakPID26, Lovčice obec (vlak)",,
ST_4378,"VlakPID26, Mitrov (vlak)",,
ST_4379,"VlakPID26, Chmeliště (vlak)",,
ST_4380,"VlakPID26, Hatě (vlak)",,
ST_4381,"VlakPID26, Bečváry (vlak)",,
ST_4382,"VlakPID26, Drahobudice (vlak)",,
ST_4383,"VlakPID26, Ratboř (vlak)",,
ST_4384,"VlakPID26, Pučery (vlak)",,
ST_4385,"VlakPID26, Chotouchov (vlak)",,
ST_4386,"VlakPID26, Kořenice (vlak)",,
ST_4387,"VlakPID26, Červené Pečky (vlak)",,
ST_4388,"VlakPID26, Kouřim (vlak)",,
ST_4389,"VlakPID26, Bošice (vlak)",,
ST_4390,"VlakPID26, Zalešany (vlak)",,
ST_4391,"VlakPID26, Plaňany (vlak)",,
ST_4392,"VlakPID26, Žabonosy (vlak)",,
ST_4393,"VlakPID26, Plaňany zast. (vlak)",,
ST_4394,"VlakPID26, Vrbčany (vlak)",,
ST_4395,"VlakPID26, Chroustov (vlak)",,
ST_4396,"VlakPID26, Doksy (vlak)",,
ST_4397,"VlakPID26, Okna (vlak)",,
ST_4398,"VlakPID26, Bezděz (vlak)",,
ST_4399,"VlakPID26, Bělá pod Bezdězem (vlak)",,
ST_4400,"VlakPID26, Bělá pod Bezdězem město (vlak)",,
ST_4401,"VlakPID26, Bělá pod Bezdězem zastávka (vlak)",,
ST_4402,"VlakPID26, Malá Bělá (vlak)",,
ST_4403,"VlakPID26, Braník (vlak)",,
ST_4404,"VlakPID26, Podbaba (vlak)",,
ST_4405,"VlakPID26, Bubny (vlak)",,
ST_4406,"VlakPID26, Výstaviště (vlak)",,
ST_4407,"VlakPID26, Dejvice (vlak)",,
ST_4408,"VlakPID26, Hlavní nádraží (vlak)",,
ST_4409,"VlakPID26, Hlubočepy (vlak)",,
ST_4410,"VlakPID26, Hostivař (vlak)",,
ST_4411,"VlakPID26, Jinonice (vlak)",,
ST_4412,"VlakPID26, Cibulka (vlak)",,
ST_4413,"VlakPID26, Stodůlky (vlak)",,
ST_4414,"VlakPID26, Krč (vlak)",,
ST_4415,"VlakPID26, Libeň (vlak)",,
ST_4416,"VlakPID26, Ruzyně (vlak)",,
ST_4417,"VlakPID26, Smíchov (vlak)",,
ST_4418,"VlakPID26, Masarykovo (vlak)",,
ST_4419,"VlakPID26, Holešovice (vlak)",,
ST_4420,"VlakPID26, Eden (vlak)",,
ST_4421,"VlakPID26, Veleslavín (vlak)",,
ST_4422,"VlakPID26, Vršovice (vlak)",,
ST_4423,"VlakPID26, Zahradní Město (vlak)",,
ST_4424,"VlakPID26, Kačerov (vlak)",,
ST_4425,"VlakPID26, Vysočany (vlak)",,
ST_4426,"VlakPID26, Čakovice (vlak)",,
ST_4427,"VlakPID26, Horní Měcholupy (vlak)",,
ST_4428,"VlakPID26, Kbely (vlak)",,
ST_4429,"VlakPID26, Kyje (vlak)",,
ST_4430,"VlakPID26, Modřany zast. (vlak)",,
ST_4431,"VlakPID26, Velká Chuchle (vlak)",,
ST_4432,"VlakPID26, Dobrá Voda u Břez. (vlak)",,
ST_4433,"VlakPID26, Mirovice (vlak)",,
ST_4434,"VlakPID26, Myslín (vlak)",,
ST_4435,"VlakPID26, Beroun (vlak)",,
ST_4436,"VlakPID26, Beroun-Králův Dvůr (vlak)",,
ST_4437,"VlakPID26, Beroun-Popovice (vlak)",,
ST_4438,"VlakPID26, Zdice (vlak)",,
ST_4439,"VlakPID26, Stašov (vlak)",,
ST_4440,"VlakPID26, Praskolesy (vlak)",,
ST_4441,"VlakPID26, Hořovice (vlak)",,
ST_4442,"VlakPID26, Hudčice (vlak)",,
ST_4443,"VlakPID26, Cerhovice (vlak)",,
ST_4444,"VlakPID26, Slavětín u Březnice (vlak)",,
ST_4445,"VlakPID26, Kařez (vlak)",,
ST_4446,"VlakPID26, Bělčice (vlak)",,
ST_4447,"VlakPID26, Kařízek (vlak)",,
ST_4448,"VlakPID26, Závišín (vlak)",,
ST_4449,"VlakPID26, Bezdědovice (vlak)",,
ST_4450,"VlakPID26, Blatná (vlak)",,
ST_4451,"VlakPID26, Tochovice zastávka (vlak)",,
ST_4452,"VlakPID26, Blatno u Jesenice (vlak)",,
ST_4453,"VlakPID26, Chlum u Rakovníka (vlak)",,
ST_4454,"VlakPID26, Lašovice (vlak)",,
ST_4455,"VlakPID26, Pustověty (vlak)",,
ST_4456,"VlakPID26, Městečko u Křivoklátu (vlak)",,
ST_4457,"VlakPID26, Křivoklát (vlak)",,
ST_4458,"VlakPID26, Roztoky u Křivoklátu (vlak)",,
ST_4459,"VlakPID26, Újezd nad Zbečnem (vlak)",,
ST_4460,"VlakPID26, Zbečno (vlak)",,
ST_4461,"VlakPID26, Račice nad Berounkou (vlak)",,
ST_4462,"VlakPID26, Žloukovice (vlak)",,
ST_4463,"VlakPID26, Nižbor (vlak)",,
ST_4464,"VlakPID26, Hýskov,Žel.st. (vlak)",,
ST_4465,"VlakPID26, Beroun-Závodí (vlak)",,
ST_4466,"VlakPID26, Rakovník (vlak)",,
ST_4467,"VlakPID26, Senomaty (vlak)",,
ST_4468,"VlakPID26, Šanov (vlak)",,
ST_4469,"VlakPID26, Pšovlky (vlak)",,
ST_4470,"VlakPID26, Švihov u Jesenice (vlak)",,
ST_4471,"VlakPID26, Oráčov (vlak)",,
ST_4472,"VlakPID26, Kosobody (vlak)",,
ST_4473,"VlakPID26, Jesenice (vlak)",,
ST_4474,"VlakPID26, Krty (vlak)",,
ST_4475,"VlakPID26, Lubná (vlak)",,
ST_4476,"VlakPID26, Příčina (vlak)",,
ST_4477,"VlakPID26, Zavidov (vlak)",,
ST_4478,"VlakPID26, Všesulov (vlak)",,
ST_4479,"VlakPID26, Čistá (vlak)",,
ST_4480,"VlakPID26, Strachovice (vlak)",,
ST_4481,"VlakPID26, Kožlany (vlak)",,
ST_4482,"VlakPID26, Rakovník západ (vlak)",,
ST_4483,"VlakPID26, Kralovice u Rakovníka (vlak)",,
ST_4484,"VlakPID26, Zadní Poříčí (vlak)",,
ST_4485,"VlakPID26, Oslí (vlak)",,
ST_4486,"VlakPID26, Skuhrov pod Třemšínem (vlak)",,
ST_4487,"VlakPID26, Rožmitál pod Třemšínem (vlak)",,
ST_4488,"VlakPID26, Běleč (vlak)",,
ST_4489,"VlakPID26, Liteň (vlak)",,
ST_4490,"VlakPID26, Skuhrov p.Brdy (vlak)",,
ST_4491,"VlakPID26, Nesvačily (vlak)",,
ST_4492,"VlakPID26, Všeradice (vlak)",,
ST_4493,"VlakPID26, Vižina (vlak)",,
ST_4494,"VlakPID26, Osov (vlak)",,
ST_4495,"VlakPID26, Hostomice pod Brdy (vlak)",,
ST_4496,"VlakPID26, Radouš (vlak)",,
ST_4497,"VlakPID26, Neumětely (vlak)",,
ST_4498,"VlakPID26, Lochovice (vlak)",,
ST_4499,"VlakPID26, Libomyšl (vlak)",,
ST_4500,"VlakPID26, Rejkovice (vlak)",,
ST_4501,"VlakPID26, Jince (vlak)",,
ST_4502,"VlakPID26, Bratkovice (vlak)",,
ST_4503,"VlakPID26, Příbram (vlak)",,
ST_4504,"VlakPID26, Milín (vlak)",,
ST_4505,"VlakPID26, Tochovice (vlak)",,
ST_4506,"VlakPID26, Březnice (vlak)",,
ST_4507,"VlakPID26, Ostrov u Tochovic (vlak)",,
ST_4508,"Bus26C, *CZ-KV",,
ST_4509,"Bus26C, *CZ-BK",,
ST_4510,"Bus26C, *CZ-CB",,
ST_4511,"Bus26C, *CZ-KH",,
ST_4512,"Bus26C, *CZ-NA",,
ST_4513,"Bus26C, *CZ-KA",,
ST_4514,"Bus26C, *CZ-UO",,
ST_4515,"Bus26C, *CZ-RK",,
ST_4516,"Bus26C, *CZ-PI",,
ST_4517,"Bus26C, *CZ-JN",,
ST_4518,"Bus26C, *CZ-NJ",,
ST_4519,"Bus26C, *CZ-PV",,
ST_4520,"Bus26C, *D",,
ST_4521,"Bus26C, *NL",,
ST_4522,"Bus26C, *CZ-BR",,
ST_4523,"Bus26C, *RO",,
ST_4524,"Bus26C, *CZ-HO",,
ST_4525,"Bus26C, *CZ-PE",,
ST_4526,"Bus26C, *CZ-JI",,
ST_4527,"Bus26C, *CZ-DC",,
ST_4528,"Bus26C, *CZ-CH",,
ST_4529,"Bus26C, *CH",,
ST_4530,"Bus26C, *CZ-HK",,
ST_4531,"Bus26C, *CZ-OL",,
ST_4532,"Bus26C, *CZ-PH",,
ST_4533,"Bus26C, *CZ-PT",,
ST_4534,"Bus26C, *CZ-TR",,
ST_4535,"Bus26C, *CZ-UH",,
ST_4536,"Bus26C, *CZ-BO",,
ST_4537,"Bus26C, *CZ-DO",,
ST_4538,"Bus26C, *CZ-JC",,
ST_4539,"Bus26C, *CZ-HB",,
ST_4540,"Bus26C, *CZ-MB",,
ST_4541,"Bus26C, *CZ-ZR",,
ST_4542,"Bus26C, *CZ-TA",,
ST_4543,"Bus26C, *MD",,
ST_4544,"Bus26C, *CZ-SY",,
ST_4545,"Bus26C, *SK-BN",,
ST_4546,"Bus26C, *CZ-JH",,
ST_4547,"Bus26C, *SK-BB",,
ST_4548,"Bus26C, *CZ-ZN",,
ST_4549,"Bus26C, *CZ-PA",,
ST_4550,"Bus26C, *CZ-KO",,
ST_4551,"Bus26C, *CZ-KM",,
ST_4552,"Bus26C, *CZ-FM",,
ST_4553,"Bus26C, *CZ-TU",,
ST_4554,"Bus26C, *CZ-ST",,
ST_4555,"Bus26C, *CZ-BV",,
ST_4556,"Bus26C, *CZ-BE",,
ST_4557,"Bus26C, *CZ-PS",,
ST_4558,"Bus26C, *CZ-RA",,
ST_4559,"Bus26C, *CZ-MO",,
ST_4560,"Bus26C, *CZ-KT",,
ST_4561,"Bus26C, *CZ-LT",,
ST_4562,"Bus26C, *CZ-OP",,
ST_4563,"Bus26C, *CZ-SM",,
ST_4564,"Bus26C, *CZ-JE",,
ST_4565,"Bus26C, *CZ-KD",,
ST_4566,"Bus26C, *CZ-PR",,
ST_4567,"Bus26C, *CZ-ZL",,
ST_4568,"Bus26C, *CZ-BN",,
ST_4569,"Bus26C, *CZ-CK",,
ST_4570,"Bus26C, *CZ-TC",,
ST_4571,"Bus26C, *CZ-NB",,
ST_4572,"Bus26C, *CZ-CR",,
ST_4573,"Bus26C, *CZ-RO",,
ST_4574,"Bus26C, *CZ-PB",,
ST_4575,"Bus26C, *CZ-CL",,
ST_4576,"Bus26C, *PL",,
ST_4577,"Bus26C, *CZ-LI",,
ST_4578,"Bus26C, *CZ-CV",,
ST_4579,"Bus26C, *CZ-TP",,
ST_4580,"Bus26C, *CZ-LN",,
ST_4581,"Bus26C, *CZ-PJ",,
ST_4582,"Bus26C, *CZ-SU",,
ST_4583,"Bus26C, *CZ-VY",,
ST_4584,"Bus26C, *CZ-PZ",,
ST_4585,"Bus26C, *I",,
ST_4586,"Bus26C, *S",,
ST_4587,"Bus26C, *CZ-VS",,
ST_4588,"Bus26C, *SK-BA",,
ST_4589,"Bus26C, *A",,
ST_4590,"Bus26C, *SK-BR",,
ST_4591,"Bus26C, *CZ-BM",,
ST_4592,"Bus26C, *SK-SI",,
ST_4593,"Bus26C, *UA",,
ST_4594,"Bus26C, *B",,
ST_4595,"Bus26C, *CZ-SO",,
ST_4596,"Bus26C, *H",,
ST_4597,"Bus26C, *BG",,
ST_4598,"Bus26C, *CZ-ME",,
ST_4599,"Bus26C, *F",,
ST_4600,"Bus26C, *SK-CA",,
ST_4601,"Bus26C, *CZ-OV",,
ST_4602,"Bus26C, *SK-DT",,
ST_4603,"Bus26C, *CZ-UL",,
ST_4604,"Bus26C, *GB",,
ST_4605,"Bus26C, *SK-TN",,
ST_4606,"Bus26C, *CZ-PM",,
ST_4607,"Bus26C, *SK-PD",,
ST_4608,"Bus26C, *SK-VT",,
ST_4609,"Bus26C, *SK-HE",,
ST_4610,"Bus26C, *SK-RA",,
ST_4611,"Bus26C, *SK-KE",,
ST_4612,"Bus26C, *SK-LE",,
ST_4613,"Bus26C, *SK-LC",,
ST_4614,"Bus26C, *L",,
ST_4615,"Bus26C, *SK-MI",,
ST_4616,"Bus26C, *SK-NR",,
ST_4617,"Bus26C, *SK-ZC",,
ST_4618,"Bus26C, *SK-PP",,
ST_4619,"Bus26C, *CZ-AB",,
ST_4620,"Bus26C, *SK-PO",,
ST_4621,"Bus26C, *SK-RS",,
ST_4622,"Bus26C, *SK-RV",,
ST_4623,"Bus26C, *SK-GA",,
ST_4624,"Bus26C, *SK-SV",,
ST_4625,"Bus26C, *SK-SN",,
ST_4626,"Bus26C, *SK-TT",,
ST_4627,"Bus26C, *SK-SO",,
ST_4628,"Bus26C, *SK-ZM",,
ST_4629,"Bus26C, *SK-ZV",,
ST_4630,"Bus26C, *SK-ZH",,
ST_4631,"Bus26C, *SK-ZA",,
ST_4632,"Bus26S, [47350]475",,
ST_4633,"Bus26S, [47350]583",,
ST_4634,"Bus26S, [47350]655",,
ST_4635,"Bus26S, [47350]316",,
ST_4636,"Bus26S, [47350]710,810",,
ST_4637,"Bus26S, [31884]308[47350]",,
ST_4638,"Bus26S, [47350]308",,
ST_4639,"Bus26S, [47350]212",,
ST_4640,"Bus26S, [47350]500",,
ST_4641,"Bus26S, [47350]413,417",,
ST_4642,"Bus26S, [47350]3441",,
ST_4643,"Bus26S, [34897]835[46278]3444[47350]835",,
ST_4644,"Bus26S, [35506]835[47350]3667",,
ST_4645,"Bus26S, [47350]7437",,
ST_4646,"Bus26S, [34897]835[46278]3442[47350]835",,
ST_4647,"Bus26S, [35506]835[46278]3859[47350]835",,
ST_4648,"Bus26S, [35506]835[47350]3665",,
ST_4649,"Bus26S, [35506]835[46278]3693[47350]835",,
ST_4650,"Bus26S, [47350]3882",,
ST_4651,"Bus26S, [34897]835[46278]3443[47350]835",,
ST_4652,"Bus26S, [47350]6851",,
ST_4653,"Bus26S, [47350]6859",,
ST_4654,"Bus26S, [47350]6852",,
ST_4655,"Bus26S, [47350]6850",,
ST_4656,"Bus26S, [47350]6858",,
ST_4657,"Bus26S, [47350]300,317",,
ST_4658,"Bus26S, [37331]466[47350]4937",,
ST_4659,"Bus26S, [37331]466[47350]4938",,
ST_4660,"Bus26S, [47350]611,621",,
ST_4661,"Bus26S, [47350]700,710",,
ST_4662,"Bus26S, [47350]7028",,
ST_4663,"Bus26S, [47350]3439",,
ST_4664,"Bus26S, [47350]3417",,
ST_4665,"Bus26S, [47350]3416",,
ST_4666,"Bus26S, [47350]217",,
ST_4667,"Bus26S, [47350]624",,
ST_4668,"Bus26S, [47350]251",,
ST_4669,"Bus26S, [47350]3550",,
ST_4670,"Bus26S, [47350]3552",,
ST_4671,"Bus26S, [47350]3551",,
ST_4672,"Bus26S, [47350]529",,
ST_4673,"Bus26S, [47350]414",,
ST_4674,"Bus26S, [47350]661",,
ST_4675,"Bus26S, [47350]739",,
ST_4676,"Bus26S, [47350]526,527",,
ST_4677,"Bus26S, [47350]526",,
ST_4678,"Bus26S, [47350]119,520",,
ST_4679,"Bus26S, [47350]112,120",,
ST_4680,"Bus26S, [47350]687",,
ST_4681,"Bus26S, [47350]3615",,
ST_4682,"Bus26S, [47350]3503",,
ST_4683,"Bus26S, [47350]3502",,
ST_4684,"Bus26S, [47350]601",,
ST_4685,"Bus26S, [47350]531,640,640",,
ST_4686,"Bus26S, [47350]517",,
ST_4687,"Bus26S, [47350]6671",,
ST_4688,"Bus26S, [47350]6672",,
ST_4689,"Bus26S, [47350]7716",,
ST_4690,"Bus26S, [47350]6647",,
ST_4691,"Bus26S, [47350]6670",,
ST_4692,"Bus26S, [47350]6669",,
ST_4693,"Bus26S, [47350]6686",,
ST_4694,"Bus26S, [47350]2003",,
ST_4695,"Bus26S, [47350]6684",,
ST_4696,"Bus26S, [47350]211",,
ST_4697,"Bus26S, [47350]821",,
ST_4698,"Bus26S, [47350]6712",,
ST_4699,"Bus26S, [47350]6711",,
ST_4700,"Bus26S, [47350]6868",,
ST_4701,"Bus26S, [47350]6865",,
ST_4702,"Bus26S, [47350]6867",,
ST_4703,"Bus26S, [47350]759",,
ST_4704,"Bus26S, [47350]612",,
ST_4705,"Bus26S, [47350]715",,
ST_4706,"Bus26S, [47350]382",,
ST_4707,"Bus26S, [47350]779",,
ST_4708,"Bus26S, [47350]310",,
ST_4709,"Bus26S, [35539]468[47350]5662",,
ST_4710,"Bus26S, [47350]468",,
ST_4711,"Bus26S, [35539]468[47350]5777",,
ST_4712,"Bus26S, [35539]468[47350]5663",,
ST_4713,"Bus26S, [47350]3059",,
ST_4714,"Bus26S, [35756]5782[36061]355[47350]5782",,
ST_4715,"Bus26S, [47350]3058",,
ST_4716,"Bus26S, [47350]5857",,
ST_4717,"Bus26S, [36061]3982[47350]2867",,
ST_4718,"Bus26S, [36069]3999[47350]2883",,
ST_4719,"Bus26S, [47350]3054",,
ST_4720,"Bus26S, [47350]3052",,
ST_4721,"Bus26S, [47350]3053",,
ST_4722,"Bus26S, [47350]3060",,
ST_4723,"Bus26S, [38193]500[46362][47350]500",,
ST_4724,"Bus26S, [47350]510",,
ST_4725,"Bus26S, [47350]682",,
ST_4726,"Bus26S, [47350]600",,
ST_4727,"Bus26S, [11980]413[24533]600[29694][31887]500[44864][45268]413[46515]600[47350]500",,
ST_4728,"Bus26S, [38173]600[47350]",,
ST_4729,"Bus26S, [12626]413[45063]600[45349]413[47350]600",,
ST_4730,"Bus26S, [47350]627",,
ST_4731,"Bus26S, [12621]413[31886]600[45291][45400]413[47350]600",,
ST_4732,"Bus26S, [31886]600[45266][47350]600",,
ST_4733,"Bus26S, [12703]413[44864]600[45349]413[47350]600",,
ST_4734,"Bus26S, [29694]600[31887]500[45268][46515]600[47350]500",,
ST_4735,"Bus26S, [12703]413[45096]600[45349]413[47350]600",,
ST_4736,"Bus26S, [12703]412,413[44867]600[45349]412,413[47350]600",,
ST_4737,"Bus26S, [47350]680",,
ST_4738,"Bus26S, [38178]680[45270][47350]680",,
ST_4739,"Bus26S, [38177]680[45270][47350]680",,
ST_4740,"Bus26S, [47350]412",,
ST_4741,"Bus26S, [47350]681",,
ST_4742,"Bus26S, [47350]523",,
ST_4743,"Bus26S, [47350]521",,
ST_4744,"Bus26S, [40081]300[45693][47350]300",,
ST_4745,"Bus26S, [47350]300",,
ST_4746,"Bus26S, [40082]300[45693][47350]300",,
ST_4747,"Bus26S, [40081]300[45863][47350]300",,
ST_4748,"Bus26S, [40082]300[46056][47350]300",,
ST_4749,"Bus26S, [40081]300[46056][47350]300",,
ST_4750,"Bus26S, [40081]300[47350]",,
ST_4751,"Bus26S, [47350]6871",,
ST_4752,"Bus26S, [47350]6847",,
ST_4753,"Bus26S, [47350]6872",,
ST_4754,"Bus26S, [47350]6846",,
ST_4755,"Bus26S, [47350]6845",,
ST_4756,"Bus26S, [47350]203",,
ST_4757,"Bus26S, [47350]311,316",,
ST_4758,"Bus26S, [47350]100,110",,
ST_4759,"Bus26S, [47350]413,414",,
ST_4760,"Bus26S, [47350]422",,
ST_4761,"Bus26S, [26240]500[46283]463[46290]500[47350]463",,
ST_4762,"Bus26S, [47350]801",,
ST_4763,"Bus26S, [38203]517[45607][47350]517",,
ST_4764,"Bus26S, [47350]375",,
ST_4765,"Bus26S, [47350]1860",,
ST_4766,"Bus26S, [47350]1858",,
ST_4767,"Bus26S, [47350]1865",,
ST_4768,"Bus26S, [47350]2067",,
ST_4769,"Bus26S, [47350]1864",,
ST_4770,"Bus26S, [47350]1859",,
ST_4771,"Bus26S, [47350]1857",,
ST_4772,"Bus26S, [47350]2112",,
ST_4773,"Bus26S, [47350]7456",,
ST_4774,"Bus26S, [47350]2121",,
ST_4775,"Bus26S, [47350]2111",,
ST_4776,"Bus26S, [47350]715,821",,
ST_4777,"Bus26S, [47350]318",,
ST_4778,"Bus26S, [47350]305",,
ST_4779,"Bus26S, [47350]3091",,
ST_4780,"Bus26S, [47350]3090",,
ST_4781,"Bus26S, [47350]2964",,
ST_4782,"Bus26S, [47350]117",,
ST_4783,"Bus26S, [47350]117,119",,
ST_4784,"Bus26S, [47350]117,118",,
ST_4785,"Bus26S, [47350]402",,
ST_4786,"Bus26S, [47350]2856",,
ST_4787,"Bus26S, [47350]151",,
ST_4788,"Bus26S, [47350]3809",,
ST_4789,"Bus26S, [47350]3806",,
ST_4790,"Bus26S, [47350]3805",,
ST_4791,"Bus26S, [47350]3768",,
ST_4792,"Bus26S, [47350]3769",,
ST_4793,"Bus26S, [47350]3524",,
ST_4794,"Bus26S, [47350]3807",,
ST_4795,"Bus26S, [47350]3808",,
ST_4796,"Bus26S, [47350]3525",,
ST_4797,"Bus26S, [47350]502",,
ST_4798,"Bus26S, [47350]461",,
ST_4799,"Bus26S, [47350]4864",,
ST_4800,"Bus26S, [47350]750",,
ST_4801,"Bus26S, [47350]690",,
ST_4802,"Bus26S, [47350]111",,
ST_4803,"Bus26S, [47350]509",,
ST_4804,"Bus26S, [47350]626",,
ST_4805,"Bus26S, [47350]515",,
ST_4806,"Bus26S, [47350]110",,
ST_4807,"Bus26S, [31884]305[44819][47350]305",,
ST_4808,"Bus26S, [47350]411,413",,
ST_4809,"Bus26S, [47350]413",,
ST_4810,"Bus26S, [47350]111,620,620",,
ST_4811,"Bus26S, [47350]111,620",,
ST_4812,"Bus26S, [38209]214[42494][47350]214",,
ST_4813,"Bus26S, [47350]214",,
ST_4814,"Bus26S, [35683]118[47350]477",,
ST_4815,"Bus26S, [35683]2238[47350]3250",,
ST_4816,"Bus26S, [47350]2236",,
ST_4817,"Bus26S, [35683]2237[47350]3249",,
ST_4818,"Bus26S, [47350]7671",,
ST_4819,"Bus26S, [47350]2899",,
ST_4820,"Bus26S, [47350]2901",,
ST_4821,"Bus26S, [47350]2909",,
ST_4822,"Bus26S, [47350]2902",,
ST_4823,"Bus26S, [47350]2900",,
ST_4824,"Bus26S, [47350]810,811",,
ST_4825,"Bus26S, [47350]600,610",,
ST_4826,"Bus26S, [47350]516",,
ST_4827,"Bus26S, [47350]120",,
ST_4828,"Bus26S, [47350]527",,
ST_4829,"Bus26S, [47350]2319",,
ST_4830,"Bus26S, [47350]2318",,
ST_4831,"Bus26S, [47350]435",,
ST_4832,"Bus26S, [47350]297",,
ST_4833,"Bus26S, [26690]257,297,297[44322]297[47350]257,297,297",,
ST_4834,"Bus26S, [47350]3099",,
ST_4835,"Bus26S, [47350]5915",,
ST_4836,"Bus26S, [47350]3102",,
ST_4837,"Bus26S, [47350]3101",,
ST_4838,"Bus26S, [47350]6863",,
ST_4839,"Bus26S, [47350]445",,
ST_4840,"Bus26S, [47350]460",,
